Date,Crop,Market,Price,Unit
2024-02-04,Maize,Mbale,1332,kg
2024-02-05,Maize,Mbale,1288,kg
2024-02-06,Maize,Mbale,1342,kg
2024-02-07,Maize,Mbale,1367,kg
2024-02-08,Maize,Mbale,1293,kg
2024-02-09,Maize,Mbale,1312,kg
2024-02-10,Maize,Mbale,1384,kg
2024-02-11,Maize,Mbale,1381,kg
2024-02-12,Maize,Mbale,1364,kg
2024-02-13,Maize,Mbale,1374,kg
2024-02-14,Maize,Mbale,1384,kg
2024-02-15,Maize,Mbale,1364,kg
2024-02-16,Maize,Mbale,1419,kg
2024-02-17,Maize,Mbale,1498,kg
2024-02-18,Maize,Mbale,1413,kg
2024-02-19,Maize,Mbale,1481,kg
2024-02-20,Maize,Mbale,1412,kg
2024-02-21,Maize,Mbale,1350,kg
2024-02-22,Maize,Mbale,1463,kg
2024-02-23,Maize,Mbale,1386,kg
2024-02-24,Maize,Mbale,1307,kg
2024-02-25,Maize,Mbale,1469,kg
2024-02-26,Maize,Mbale,1460,kg
2024-02-27,Maize,Mbale,1442,kg
2024-02-28,Maize,Mbale,1502,kg
2024-02-29,Maize,Mbale,1410,kg
2024-03-01,Maize,Mbale,1482,kg
2024-03-02,Maize,Mbale,1424,kg
2024-03-03,Maize,Mbale,1490,kg
2024-03-04,Maize,Mbale,1518,kg
2024-03-05,Maize,Mbale,1409,kg
2024-03-06,Maize,Mbale,1446,kg
2024-03-07,Maize,Mbale,1495,kg
2024-03-08,Maize,Mbale,1445,kg
2024-03-09,Maize,Mbale,1517,kg
2024-03-10,Maize,Mbale,1423,kg
2024-03-11,Maize,Mbale,1432,kg
2024-03-12,Maize,Mbale,1468,kg
2024-03-13,Maize,Mbale,1471,kg
2024-03-14,Maize,Mbale,1481,kg
2024-03-15,Maize,Mbale,1483,kg
2024-03-16,Maize,Mbale,1536,kg
2024-03-17,Maize,Mbale,1569,kg
2024-03-18,Maize,Mbale,1537,kg
2024-03-19,Maize,Mbale,1449,kg
2024-03-20,Maize,Mbale,1476,kg
2024-03-21,Maize,Mbale,1446,kg
2024-03-22,Maize,Mbale,1481,kg
2024-03-23,Maize,Mbale,1567,kg
2024-03-24,Maize,Mbale,1517,kg
2024-03-25,Maize,Mbale,1567,kg
2024-03-26,Maize,Mbale,1523,kg
2024-03-27,Maize,Mbale,1556,kg
2024-03-28,Maize,Mbale,1537,kg
2024-03-29,Maize,Mbale,1481,kg
2024-03-30,Maize,Mbale,1537,kg
2024-03-31,Maize,Mbale,1554,kg
2024-04-01,Maize,Mbale,1527,kg
2024-04-02,Maize,Mbale,1544,kg
2024-04-03,Maize,Mbale,1521,kg
2024-04-04,Maize,Mbale,1548,kg
2024-04-05,Maize,Mbale,1539,kg
2024-04-06,Maize,Mbale,1503,kg
2024-04-07,Maize,Mbale,1560,kg
2024-04-08,Maize,Mbale,1498,kg
2024-04-09,Maize,Mbale,1560,kg
2024-04-10,Maize,Mbale,1561,kg
2024-04-11,Maize,Mbale,1533,kg
2024-04-12,Maize,Mbale,1531,kg
2024-04-13,Maize,Mbale,1563,kg
2024-04-14,Maize,Mbale,1592,kg
2024-04-15,Maize,Mbale,1563,kg
2024-04-16,Maize,Mbale,1557,kg
2024-04-17,Maize,Mbale,1489,kg
2024-04-18,Maize,Mbale,1630,kg
2024-04-19,Maize,Mbale,1474,kg
2024-04-20,Maize,Mbale,1565,kg
2024-04-21,Maize,Mbale,1588,kg
2024-04-22,Maize,Mbale,1482,kg
2024-04-23,Maize,Mbale,1551,kg
2024-04-24,Maize,Mbale,1562,kg
2024-04-25,Maize,Mbale,1560,kg
2024-04-26,Maize,Mbale,1548,kg
2024-04-27,Maize,Mbale,1515,kg
2024-04-28,Maize,Mbale,1569,kg
2024-04-29,Maize,Mbale,1559,kg
2024-04-30,Maize,Mbale,1554,kg
2024-05-01,Maize,Mbale,1490,kg
2024-05-02,Maize,Mbale,1555,kg
2024-05-03,Maize,Mbale,1560,kg
2024-05-04,Maize,Mbale,1578,kg
2024-05-05,Maize,Mbale,1530,kg
2024-05-06,Maize,Mbale,1529,kg
2024-05-07,Maize,Mbale,1480,kg
2024-05-08,Maize,Mbale,1516,kg
2024-05-09,Maize,Mbale,1519,kg
2024-05-10,Maize,Mbale,1510,kg
2024-05-11,Maize,Mbale,1558,kg
2024-05-12,Maize,Mbale,1532,kg
2024-05-13,Maize,Mbale,1559,kg
2024-05-14,Maize,Mbale,1500,kg
2024-05-15,Maize,Mbale,1517,kg
2024-05-16,Maize,Mbale,1453,kg
2024-05-17,Maize,Mbale,1534,kg
2024-05-18,Maize,Mbale,1560,kg
2024-05-19,Maize,Mbale,1547,kg
2024-05-20,Maize,Mbale,1433,kg
2024-05-21,Maize,Mbale,1546,kg
2024-05-22,Maize,Mbale,1514,kg
2024-05-23,Maize,Mbale,1541,kg
2024-05-24,Maize,Mbale,1498,kg
2024-05-25,Maize,Mbale,1489,kg
2024-05-26,Maize,Mbale,1527,kg
2024-05-27,Maize,Mbale,1538,kg
2024-05-28,Maize,Mbale,1452,kg
2024-05-29,Maize,Mbale,1527,kg
2024-05-30,Maize,Mbale,1452,kg
2024-05-31,Maize,Mbale,1530,kg
2024-06-01,Maize,Mbale,1485,kg
2024-06-02,Maize,Mbale,1497,kg
2024-06-03,Maize,Mbale,1415,kg
2024-06-04,Maize,Mbale,1492,kg
2024-06-05,Maize,Mbale,1475,kg
2024-06-06,Maize,Mbale,1499,kg
2024-06-07,Maize,Mbale,1469,kg
2024-06-08,Maize,Mbale,1479,kg
2024-06-09,Maize,Mbale,1502,kg
2024-06-10,Maize,Mbale,1459,kg
2024-06-11,Maize,Mbale,1513,kg
2024-06-12,Maize,Mbale,1442,kg
2024-06-13,Maize,Mbale,1458,kg
2024-06-14,Maize,Mbale,1438,kg
2024-06-15,Maize,Mbale,1434,kg
2024-06-16,Maize,Mbale,1388,kg
2024-06-17,Maize,Mbale,1448,kg
2024-06-18,Maize,Mbale,1493,kg
2024-06-19,Maize,Mbale,1378,kg
2024-06-20,Maize,Mbale,1463,kg
2024-06-21,Maize,Mbale,1404,kg
2024-06-22,Maize,Mbale,1480,kg
2024-06-23,Maize,Mbale,1361,kg
2024-06-24,Maize,Mbale,1395,kg
2024-06-25,Maize,Mbale,1371,kg
2024-06-26,Maize,Mbale,1312,kg
2024-06-27,Maize,Mbale,1439,kg
2024-06-28,Maize,Mbale,1488,kg
2024-06-29,Maize,Mbale,1465,kg
2024-06-30,Maize,Mbale,1391,kg
2024-07-01,Maize,Mbale,1366,kg
2024-07-02,Maize,Mbale,1398,kg
2024-07-03,Maize,Mbale,1397,kg
2024-07-04,Maize,Mbale,1370,kg
2024-07-05,Maize,Mbale,1310,kg
2024-07-06,Maize,Mbale,1339,kg
2024-07-07,Maize,Mbale,1319,kg
2024-07-08,Maize,Mbale,1343,kg
2024-07-09,Maize,Mbale,1342,kg
2024-07-10,Maize,Mbale,1353,kg
2024-07-11,Maize,Mbale,1384,kg
2024-07-12,Maize,Mbale,1372,kg
2024-07-13,Maize,Mbale,1356,kg
2024-07-14,Maize,Mbale,1334,kg
2024-07-15,Maize,Mbale,1327,kg
2024-07-16,Maize,Mbale,1254,kg
2024-07-17,Maize,Mbale,1337,kg
2024-07-18,Maize,Mbale,1321,kg
2024-07-19,Maize,Mbale,1321,kg
2024-07-20,Maize,Mbale,1394,kg
2024-07-21,Maize,Mbale,1357,kg
2024-07-22,Maize,Mbale,1353,kg
2024-07-23,Maize,Mbale,1371,kg
2024-07-24,Maize,Mbale,1336,kg
2024-07-25,Maize,Mbale,1358,kg
2024-07-26,Maize,Mbale,1388,kg
2024-07-27,Maize,Mbale,1307,kg
2024-07-28,Maize,Mbale,1303,kg
2024-07-29,Maize,Mbale,1339,kg
2024-07-30,Maize,Mbale,1312,kg
2024-07-31,Maize,Mbale,1357,kg
2024-08-01,Maize,Mbale,1292,kg
2024-08-02,Maize,Mbale,1310,kg
2024-08-03,Maize,Mbale,1376,kg
2024-08-04,Maize,Mbale,1221,kg
2024-08-05,Maize,Mbale,1285,kg
2024-08-06,Maize,Mbale,1278,kg
2024-08-07,Maize,Mbale,1262,kg
2024-08-08,Maize,Mbale,1289,kg
2024-08-09,Maize,Mbale,1249,kg
2024-08-10,Maize,Mbale,1228,kg
2024-08-11,Maize,Mbale,1301,kg
2024-08-12,Maize,Mbale,1184,kg
2024-08-13,Maize,Mbale,1297,kg
2024-08-14,Maize,Mbale,1268,kg
2024-08-15,Maize,Mbale,1281,kg
2024-08-16,Maize,Mbale,1286,kg
2024-08-17,Maize,Mbale,1178,kg
2024-08-18,Maize,Mbale,1243,kg
2024-08-19,Maize,Mbale,1268,kg
2024-08-20,Maize,Mbale,1212,kg
2024-08-21,Maize,Mbale,1313,kg
2024-08-22,Maize,Mbale,1274,kg
2024-08-23,Maize,Mbale,1231,kg
2024-08-24,Maize,Mbale,1266,kg
2024-08-25,Maize,Mbale,1286,kg
2024-08-26,Maize,Mbale,1222,kg
2024-08-27,Maize,Mbale,1223,kg
2024-08-28,Maize,Mbale,1144,kg
2024-08-29,Maize,Mbale,1210,kg
2024-08-30,Maize,Mbale,1355,kg
2024-08-31,Maize,Mbale,1204,kg
2024-09-01,Maize,Mbale,1265,kg
2024-09-02,Maize,Mbale,1219,kg
2024-09-03,Maize,Mbale,1166,kg
2024-09-04,Maize,Mbale,1207,kg
2024-09-05,Maize,Mbale,1193,kg
2024-09-06,Maize,Mbale,1222,kg
2024-09-07,Maize,Mbale,1172,kg
2024-09-08,Maize,Mbale,1248,kg
2024-09-09,Maize,Mbale,1223,kg
2024-09-10,Maize,Mbale,1255,kg
2024-09-11,Maize,Mbale,1218,kg
2024-09-12,Maize,Mbale,1235,kg
2024-09-13,Maize,Mbale,1256,kg
2024-09-14,Maize,Mbale,1211,kg
2024-09-15,Maize,Mbale,1175,kg
2024-09-16,Maize,Mbale,1265,kg
2024-09-17,Maize,Mbale,1268,kg
2024-09-18,Maize,Mbale,1213,kg
2024-09-19,Maize,Mbale,1253,kg
2024-09-20,Maize,Mbale,1230,kg
2024-09-21,Maize,Mbale,1230,kg
2024-09-22,Maize,Mbale,1221,kg
2024-09-23,Maize,Mbale,1267,kg
2024-09-24,Maize,Mbale,1220,kg
2024-09-25,Maize,Mbale,1292,kg
2024-09-26,Maize,Mbale,1250,kg
2024-09-27,Maize,Mbale,1217,kg
2024-09-28,Maize,Mbale,1276,kg
2024-09-29,Maize,Mbale,1258,kg
2024-09-30,Maize,Mbale,1254,kg
2024-10-01,Maize,Mbale,1227,kg
2024-10-02,Maize,Mbale,1293,kg
2024-10-03,Maize,Mbale,1290,kg
2024-10-04,Maize,Mbale,1196,kg
2024-10-05,Maize,Mbale,1221,kg
2024-10-06,Maize,Mbale,1214,kg
2024-10-07,Maize,Mbale,1193,kg
2024-10-08,Maize,Mbale,1284,kg
2024-10-09,Maize,Mbale,1240,kg
2024-10-10,Maize,Mbale,1255,kg
2024-10-11,Maize,Mbale,1283,kg
2024-10-12,Maize,Mbale,1227,kg
2024-10-13,Maize,Mbale,1238,kg
2024-10-14,Maize,Mbale,1227,kg
2024-10-15,Maize,Mbale,1250,kg
2024-10-16,Maize,Mbale,1167,kg
2024-10-17,Maize,Mbale,1250,kg
2024-10-18,Maize,Mbale,1237,kg
2024-10-19,Maize,Mbale,1206,kg
2024-10-20,Maize,Mbale,1291,kg
2024-10-21,Maize,Mbale,1290,kg
2024-10-22,Maize,Mbale,1367,kg
2024-10-23,Maize,Mbale,1262,kg
2024-10-24,Maize,Mbale,1274,kg
2024-10-25,Maize,Mbale,1341,kg
2024-10-26,Maize,Mbale,1256,kg
2024-10-27,Maize,Mbale,1259,kg
2024-10-28,Maize,Mbale,1247,kg
2024-10-29,Maize,Mbale,1314,kg
2024-10-30,Maize,Mbale,1368,kg
2024-10-31,Maize,Mbale,1274,kg
2024-11-01,Maize,Mbale,1284,kg
2024-11-02,Maize,Mbale,1328,kg
2024-11-03,Maize,Mbale,1345,kg
2024-11-04,Maize,Mbale,1272,kg
2024-11-05,Maize,Mbale,1370,kg
2024-11-06,Maize,Mbale,1336,kg
2024-11-07,Maize,Mbale,1336,kg
2024-11-08,Maize,Mbale,1378,kg
2024-11-09,Maize,Mbale,1328,kg
2024-11-10,Maize,Mbale,1326,kg
2024-11-11,Maize,Mbale,1290,kg
2024-11-12,Maize,Mbale,1320,kg
2024-11-13,Maize,Mbale,1387,kg
2024-11-14,Maize,Mbale,1414,kg
2024-11-15,Maize,Mbale,1384,kg
2024-11-16,Maize,Mbale,1360,kg
2024-11-17,Maize,Mbale,1423,kg
2024-11-18,Maize,Mbale,1419,kg
2024-11-19,Maize,Mbale,1381,kg
2024-11-20,Maize,Mbale,1436,kg
2024-11-21,Maize,Mbale,1373,kg
2024-11-22,Maize,Mbale,1388,kg
2024-11-23,Maize,Mbale,1384,kg
2024-11-24,Maize,Mbale,1405,kg
2024-11-25,Maize,Mbale,1468,kg
2024-11-26,Maize,Mbale,1333,kg
2024-11-27,Maize,Mbale,1350,kg
2024-11-28,Maize,Mbale,1491,kg
2024-11-29,Maize,Mbale,1338,kg
2024-11-30,Maize,Mbale,1499,kg
2024-12-01,Maize,Mbale,1416,kg
2024-12-02,Maize,Mbale,1389,kg
2024-12-03,Maize,Mbale,1455,kg
2024-12-04,Maize,Mbale,1399,kg
2024-12-05,Maize,Mbale,1411,kg
2024-12-06,Maize,Mbale,1492,kg
2024-12-07,Maize,Mbale,1475,kg
2024-12-08,Maize,Mbale,1490,kg
2024-12-09,Maize,Mbale,1452,kg
2024-12-10,Maize,Mbale,1428,kg
2024-12-11,Maize,Mbale,1437,kg
2024-12-12,Maize,Mbale,1456,kg
2024-12-13,Maize,Mbale,1490,kg
2024-12-14,Maize,Mbale,1492,kg
2024-12-15,Maize,Mbale,1465,kg
2024-12-16,Maize,Mbale,1539,kg
2024-12-17,Maize,Mbale,1587,kg
2024-12-18,Maize,Mbale,1514,kg
2024-12-19,Maize,Mbale,1518,kg
2024-12-20,Maize,Mbale,1501,kg
2024-12-21,Maize,Mbale,1463,kg
2024-12-22,Maize,Mbale,1479,kg
2024-12-23,Maize,Mbale,1525,kg
2024-12-24,Maize,Mbale,1551,kg
2024-12-25,Maize,Mbale,1593,kg
2024-12-26,Maize,Mbale,1502,kg
2024-12-27,Maize,Mbale,1514,kg
2024-12-28,Maize,Mbale,1538,kg
2024-12-29,Maize,Mbale,1586,kg
2024-12-30,Maize,Mbale,1547,kg
2024-12-31,Maize,Mbale,1585,kg
2025-01-01,Maize,Mbale,1470,kg
2025-01-02,Maize,Mbale,1555,kg
2025-01-03,Maize,Mbale,1588,kg
2025-01-04,Maize,Mbale,1581,kg
2025-01-05,Maize,Mbale,1546,kg
2025-01-06,Maize,Mbale,1737,kg
2025-01-07,Maize,Mbale,1638,kg
2025-01-08,Maize,Mbale,1643,kg
2025-01-09,Maize,Mbale,1597,kg
2025-01-10,Maize,Mbale,1571,kg
2025-01-11,Maize,Mbale,1494,kg
2025-01-12,Maize,Mbale,1579,kg
2025-01-13,Maize,Mbale,1578,kg
2025-01-14,Maize,Mbale,1539,kg
2025-01-15,Maize,Mbale,1621,kg
2025-01-16,Maize,Mbale,1617,kg
2025-01-17,Maize,Mbale,1680,kg
2025-01-18,Maize,Mbale,1664,kg
2025-01-19,Maize,Mbale,1685,kg
2025-01-20,Maize,Mbale,1653,kg
2025-01-21,Maize,Mbale,1681,kg
2025-01-22,Maize,Mbale,1646,kg
2025-01-23,Maize,Mbale,1599,kg
2025-01-24,Maize,Mbale,1739,kg
2025-01-25,Maize,Mbale,1672,kg
2025-01-26,Maize,Mbale,1715,kg
2025-01-27,Maize,Mbale,1660,kg
2025-01-28,Maize,Mbale,1718,kg
2025-01-29,Maize,Mbale,1622,kg
2025-01-30,Maize,Mbale,1691,kg
2025-01-31,Maize,Mbale,1629,kg
2025-02-01,Maize,Mbale,1665,kg
2025-02-02,Maize,Mbale,1635,kg
2025-02-03,Maize,Mbale,1663,kg
2025-02-04,Maize,Mbale,1710,kg
2025-02-05,Maize,Mbale,1742,kg
2025-02-06,Maize,Mbale,1674,kg
2025-02-07,Maize,Mbale,1674,kg
2025-02-08,Maize,Mbale,1652,kg
2025-02-09,Maize,Mbale,1694,kg
2025-02-10,Maize,Mbale,1740,kg
2025-02-11,Maize,Mbale,1679,kg
2025-02-12,Maize,Mbale,1706,kg
2025-02-13,Maize,Mbale,1624,kg
2025-02-14,Maize,Mbale,1723,kg
2025-02-15,Maize,Mbale,1641,kg
2025-02-16,Maize,Mbale,1704,kg
2025-02-17,Maize,Mbale,1690,kg
2025-02-18,Maize,Mbale,1713,kg
2025-02-19,Maize,Mbale,1773,kg
2025-02-20,Maize,Mbale,1672,kg
2025-02-21,Maize,Mbale,1700,kg
2025-02-22,Maize,Mbale,1695,kg
2025-02-23,Maize,Mbale,1678,kg
2025-02-24,Maize,Mbale,1739,kg
2025-02-25,Maize,Mbale,1675,kg
2025-02-26,Maize,Mbale,1742,kg
2025-02-27,Maize,Mbale,1759,kg
2025-02-28,Maize,Mbale,1719,kg
2025-03-01,Maize,Mbale,1723,kg
2025-03-02,Maize,Mbale,1730,kg
2025-03-03,Maize,Mbale,1710,kg
2025-03-04,Maize,Mbale,1784,kg
2025-03-05,Maize,Mbale,1658,kg
2025-03-06,Maize,Mbale,1649,kg
2025-03-07,Maize,Mbale,1667,kg
2025-03-08,Maize,Mbale,1704,kg
2025-03-09,Maize,Mbale,1755,kg
2025-03-10,Maize,Mbale,1734,kg
2025-03-11,Maize,Mbale,1726,kg
2025-03-12,Maize,Mbale,1690,kg
2025-03-13,Maize,Mbale,1675,kg
2025-03-14,Maize,Mbale,1681,kg
2025-03-15,Maize,Mbale,1670,kg
2025-03-16,Maize,Mbale,1687,kg
2025-03-17,Maize,Mbale,1733,kg
2025-03-18,Maize,Mbale,1710,kg
2025-03-19,Maize,Mbale,1704,kg
2025-03-20,Maize,Mbale,1706,kg
2025-03-21,Maize,Mbale,1718,kg
2025-03-22,Maize,Mbale,1694,kg
2025-03-23,Maize,Mbale,1725,kg
2025-03-24,Maize,Mbale,1679,kg
2025-03-25,Maize,Mbale,1640,kg
2025-03-26,Maize,Mbale,1645,kg
2025-03-27,Maize,Mbale,1676,kg
2025-03-28,Maize,Mbale,1627,kg
2025-03-29,Maize,Mbale,1670,kg
2025-03-30,Maize,Mbale,1700,kg
2025-03-31,Maize,Mbale,1728,kg
2025-04-01,Maize,Mbale,1626,kg
2025-04-02,Maize,Mbale,1646,kg
2025-04-03,Maize,Mbale,1636,kg
2025-04-04,Maize,Mbale,1714,kg
2025-04-05,Maize,Mbale,1718,kg
2025-04-06,Maize,Mbale,1706,kg
2025-04-07,Maize,Mbale,1673,kg
2025-04-08,Maize,Mbale,1676,kg
2025-04-09,Maize,Mbale,1636,kg
2025-04-10,Maize,Mbale,1601,kg
2025-04-11,Maize,Mbale,1629,kg
2025-04-12,Maize,Mbale,1655,kg
2025-04-13,Maize,Mbale,1587,kg
2025-04-14,Maize,Mbale,1633,kg
2025-04-15,Maize,Mbale,1674,kg
2025-04-16,Maize,Mbale,1599,kg
2025-04-17,Maize,Mbale,1652,kg
2025-04-18,Maize,Mbale,1594,kg
2025-04-19,Maize,Mbale,1661,kg
2025-04-20,Maize,Mbale,1578,kg
2025-04-21,Maize,Mbale,1582,kg
2025-04-22,Maize,Mbale,1635,kg
2025-04-23,Maize,Mbale,1654,kg
2025-04-24,Maize,Mbale,1562,kg
2025-04-25,Maize,Mbale,1653,kg
2025-04-26,Maize,Mbale,1584,kg
2025-04-27,Maize,Mbale,1557,kg
2025-04-28,Maize,Mbale,1538,kg
2025-04-29,Maize,Mbale,1579,kg
2025-04-30,Maize,Mbale,1537,kg
2025-05-01,Maize,Mbale,1592,kg
2025-05-02,Maize,Mbale,1566,kg
2025-05-03,Maize,Mbale,1599,kg
2025-05-04,Maize,Mbale,1576,kg
2025-05-05,Maize,Mbale,1611,kg
2025-05-06,Maize,Mbale,1556,kg
2025-05-07,Maize,Mbale,1546,kg
2025-05-08,Maize,Mbale,1627,kg
2025-05-09,Maize,Mbale,1509,kg
2025-05-10,Maize,Mbale,1520,kg
2025-05-11,Maize,Mbale,1522,kg
2025-05-12,Maize,Mbale,1516,kg
2025-05-13,Maize,Mbale,1515,kg
2025-05-14,Maize,Mbale,1559,kg
2025-05-15,Maize,Mbale,1585,kg
2025-05-16,Maize,Mbale,1574,kg
2025-05-17,Maize,Mbale,1539,kg
2025-05-18,Maize,Mbale,1563,kg
2025-05-19,Maize,Mbale,1518,kg
2025-05-20,Maize,Mbale,1510,kg
2025-05-21,Maize,Mbale,1553,kg
2025-05-22,Maize,Mbale,1522,kg
2025-05-23,Maize,Mbale,1485,kg
2025-05-24,Maize,Mbale,1561,kg
2025-05-25,Maize,Mbale,1478,kg
2025-05-26,Maize,Mbale,1467,kg
2025-05-27,Maize,Mbale,1474,kg
2025-05-28,Maize,Mbale,1464,kg
2025-05-29,Maize,Mbale,1508,kg
2025-05-30,Maize,Mbale,1465,kg
2025-05-31,Maize,Mbale,1522,kg
2025-06-01,Maize,Mbale,1431,kg
2025-06-02,Maize,Mbale,1445,kg
2025-06-03,Maize,Mbale,1486,kg
2025-06-04,Maize,Mbale,1451,kg
2025-06-05,Maize,Mbale,1467,kg
2025-06-06,Maize,Mbale,1491,kg
2025-06-07,Maize,Mbale,1548,kg
2025-06-08,Maize,Mbale,1476,kg
2025-06-09,Maize,Mbale,1436,kg
2025-06-10,Maize,Mbale,1498,kg
2025-06-11,Maize,Mbale,1460,kg
2025-06-12,Maize,Mbale,1431,kg
2025-06-13,Maize,Mbale,1451,kg
2025-06-14,Maize,Mbale,1425,kg
2025-06-15,Maize,Mbale,1386,kg
2025-06-16,Maize,Mbale,1467,kg
2025-06-17,Maize,Mbale,1420,kg
2025-06-18,Maize,Mbale,1348,kg
2025-06-19,Maize,Mbale,1439,kg
2025-06-20,Maize,Mbale,1377,kg
2025-06-21,Maize,Mbale,1416,kg
2025-06-22,Maize,Mbale,1384,kg
2025-06-23,Maize,Mbale,1407,kg
2025-06-24,Maize,Mbale,1391,kg
2025-06-25,Maize,Mbale,1443,kg
2025-06-26,Maize,Mbale,1424,kg
2025-06-27,Maize,Mbale,1403,kg
2025-06-28,Maize,Mbale,1414,kg
2025-06-29,Maize,Mbale,1422,kg
2025-06-30,Maize,Mbale,1393,kg
2025-07-01,Maize,Mbale,1386,kg
2025-07-02,Maize,Mbale,1454,kg
2025-07-03,Maize,Mbale,1377,kg
2025-07-04,Maize,Mbale,1409,kg
2025-07-05,Maize,Mbale,1397,kg
2025-07-06,Maize,Mbale,1402,kg
2025-07-07,Maize,Mbale,1382,kg
2025-07-08,Maize,Mbale,1438,kg
2025-07-09,Maize,Mbale,1331,kg
2025-07-10,Maize,Mbale,1398,kg
2025-07-11,Maize,Mbale,1377,kg
2025-07-12,Maize,Mbale,1369,kg
2025-07-13,Maize,Mbale,1383,kg
2025-07-14,Maize,Mbale,1430,kg
2025-07-15,Maize,Mbale,1397,kg
2025-07-16,Maize,Mbale,1438,kg
2025-07-17,Maize,Mbale,1309,kg
2025-07-18,Maize,Mbale,1372,kg
2025-07-19,Maize,Mbale,1315,kg
2025-07-20,Maize,Mbale,1425,kg
2025-07-21,Maize,Mbale,1350,kg
2025-07-22,Maize,Mbale,1349,kg
2025-07-23,Maize,Mbale,1341,kg
2025-07-24,Maize,Mbale,1432,kg
2025-07-25,Maize,Mbale,1462,kg
2025-07-26,Maize,Mbale,1382,kg
2025-07-27,Maize,Mbale,1362,kg
2025-07-28,Maize,Mbale,1301,kg
2025-07-29,Maize,Mbale,1425,kg
2025-07-30,Maize,Mbale,1372,kg
2025-07-31,Maize,Mbale,1396,kg
2025-08-01,Maize,Mbale,1408,kg
2025-08-02,Maize,Mbale,1374,kg
2025-08-03,Maize,Mbale,1368,kg
2025-08-04,Maize,Mbale,1341,kg
2025-08-05,Maize,Mbale,1340,kg
2025-08-06,Maize,Mbale,1372,kg
2025-08-07,Maize,Mbale,1376,kg
2025-08-08,Maize,Mbale,1366,kg
2025-08-09,Maize,Mbale,1335,kg
2025-08-10,Maize,Mbale,1392,kg
2025-08-11,Maize,Mbale,1418,kg
2025-08-12,Maize,Mbale,1370,kg
2025-08-13,Maize,Mbale,1364,kg
2025-08-14,Maize,Mbale,1411,kg
2025-08-15,Maize,Mbale,1447,kg
2025-08-16,Maize,Mbale,1379,kg
2025-08-17,Maize,Mbale,1430,kg
2025-08-18,Maize,Mbale,1336,kg
2025-08-19,Maize,Mbale,1391,kg
2025-08-20,Maize,Mbale,1407,kg
2025-08-21,Maize,Mbale,1420,kg
2025-08-22,Maize,Mbale,1367,kg
2025-08-23,Maize,Mbale,1457,kg
2025-08-24,Maize,Mbale,1399,kg
2025-08-25,Maize,Mbale,1401,kg
2025-08-26,Maize,Mbale,1489,kg
2025-08-27,Maize,Mbale,1346,kg
2025-08-28,Maize,Mbale,1460,kg
2025-08-29,Maize,Mbale,1434,kg
2025-08-30,Maize,Mbale,1409,kg
2025-08-31,Maize,Mbale,1371,kg
2025-09-01,Maize,Mbale,1415,kg
2025-09-02,Maize,Mbale,1469,kg
2025-09-03,Maize,Mbale,1450,kg
2025-09-04,Maize,Mbale,1483,kg
2025-09-05,Maize,Mbale,1445,kg
2025-09-06,Maize,Mbale,1480,kg
2025-09-07,Maize,Mbale,1452,kg
2025-09-08,Maize,Mbale,1387,kg
2025-09-09,Maize,Mbale,1499,kg
2025-09-10,Maize,Mbale,1454,kg
2025-09-11,Maize,Mbale,1474,kg
2025-09-12,Maize,Mbale,1463,kg
2025-09-13,Maize,Mbale,1465,kg
2025-09-14,Maize,Mbale,1519,kg
2025-09-15,Maize,Mbale,1567,kg
2025-09-16,Maize,Mbale,1496,kg
2025-09-17,Maize,Mbale,1448,kg
2025-09-18,Maize,Mbale,1497,kg
2025-09-19,Maize,Mbale,1431,kg
2025-09-20,Maize,Mbale,1490,kg
2025-09-21,Maize,Mbale,1557,kg
2025-09-22,Maize,Mbale,1538,kg
2025-09-23,Maize,Mbale,1458,kg
2025-09-24,Maize,Mbale,1555,kg
2025-09-25,Maize,Mbale,1479,kg
2025-09-26,Maize,Mbale,1569,kg
2025-09-27,Maize,Mbale,1503,kg
2025-09-28,Maize,Mbale,1474,kg
2025-09-29,Maize,Mbale,1580,kg
2025-09-30,Maize,Mbale,1481,kg
2025-10-01,Maize,Mbale,1534,kg
2025-10-02,Maize,Mbale,1543,kg
2025-10-03,Maize,Mbale,1608,kg
2025-10-04,Maize,Mbale,1577,kg
2025-10-05,Maize,Mbale,1574,kg
2025-10-06,Maize,Mbale,1653,kg
2025-10-07,Maize,Mbale,1578,kg
2025-10-08,Maize,Mbale,1607,kg
2025-10-09,Maize,Mbale,1611,kg
2025-10-10,Maize,Mbale,1541,kg
2025-10-11,Maize,Mbale,1644,kg
2025-10-12,Maize,Mbale,1609,kg
2025-10-13,Maize,Mbale,1658,kg
2025-10-14,Maize,Mbale,1608,kg
2025-10-15,Maize,Mbale,1597,kg
2025-10-16,Maize,Mbale,1548,kg
2025-10-17,Maize,Mbale,1545,kg
2025-10-18,Maize,Mbale,1692,kg
2025-10-19,Maize,Mbale,1660,kg
2025-10-20,Maize,Mbale,1623,kg
2025-10-21,Maize,Mbale,1574,kg
2025-10-22,Maize,Mbale,1628,kg
2025-10-23,Maize,Mbale,1639,kg
2025-10-24,Maize,Mbale,1668,kg
2025-10-25,Maize,Mbale,1571,kg
2025-10-26,Maize,Mbale,1668,kg
2025-10-27,Maize,Mbale,1679,kg
2025-10-28,Maize,Mbale,1632,kg
2025-10-29,Maize,Mbale,1636,kg
2025-10-30,Maize,Mbale,1714,kg
